entity_id,state,last_changed
sensor.plantesp_plants_1_moisture,49.3,2024-03-13T18:28:05.000Z
sensor.plantesp_plants_1_moisture,49.28,2024-03-13T18:33:05.000Z
sensor.plantesp_plants_1_moisture,49.24,2024-03-13T18:38:05.000Z
sensor.plantesp_plants_1_moisture,49.18,2024-03-13T18:43:05.000Z
sensor.plantesp_plants_1_moisture,49.16,2024-03-13T18:48:05.000Z
sensor.plantesp_plants_1_moisture,49.15,2024-03-13T18:53:05.000Z
sensor.plantesp_plants_1_moisture,49.08,2024-03-13T18:58:05.000Z
sensor.plantesp_plants_1_moisture,49.06,2024-03-13T19:03:05.000Z
sensor.plantesp_plants_1_moisture,49.05,2024-03-13T19:08:05.000Z
sensor.plantesp_plants_1_moisture,48.96,2024-03-13T19:13:05.000Z
sensor.plantesp_plants_1_moisture,48.9,2024-03-13T19:18:05.000Z
sensor.plantesp_plants_1_moisture,48.81,2024-03-13T19:23:05.000Z
sensor.plantesp_plants_1_moisture,48.77,2024-03-13T19:28:05.000Z
sensor.plantesp_plants_1_moisture,48.7,2024-03-13T19:33:05.000Z
sensor.plantesp_plants_1_moisture,48.63,2024-03-13T19:38:05.000Z
sensor.plantesp_plants_1_moisture,48.59,2024-03-13T19:43:05.000Z
sensor.plantesp_plants_1_moisture,48.52,2024-03-13T19:48:05.000Z
sensor.plantesp_plants_1_moisture,48.49,2024-03-13T19:53:05.000Z
sensor.plantesp_plants_1_moisture,48.46,2024-03-13T19:58:05.000Z
sensor.plantesp_plants_1_moisture,48.43,2024-03-13T20:03:05.000Z
sensor.plantesp_plants_1_moisture,48.41,2024-03-13T20:08:05.000Z
sensor.plantesp_plants_1_moisture,48.38,2024-03-13T20:13:05.000Z
sensor.plantesp_plants_1_moisture,48.33,2024-03-13T20:18:05.000Z
sensor.plantesp_plants_1_moisture,48.27,2024-03-13T20:23:05.000Z
sensor.plantesp_plants_1_moisture,48.21,2024-03-13T20:28:05.000Z
sensor.plantesp_plants_1_moisture,48.14,2024-03-13T20:33:05.000Z
sensor.plantesp_plants_1_moisture,48.07,2024-03-13T20:38:05.000Z
sensor.plantesp_plants_1_moisture,48.01,2024-03-13T20:43:05.000Z
sensor.plantesp_plants_1_moisture,47.99,2024-03-13T20:48:05.000Z
sensor.plantesp_plants_1_moisture,47.92,2024-03-13T20:53:05.000Z
sensor.plantesp_plants_1_moisture,47.88,2024-03-13T20:58:05.000Z
sensor.plantesp_plants_1_moisture,47.83,2024-03-13T21:03:05.000Z
sensor.plantesp_plants_1_moisture,47.77,2024-03-13T21:08:05.000Z
